contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+393884799415,Giuseppe Giovanni,Mancini,+39343809373,Monica,Santarossa,Via Campomicciolo,5100,9,Terni,1978-05-28,+39332007335,BLDFNC78E28F679S,Franco,M,Baldini,2021-11-26 09:22:15,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Negative,Molecular,2021-11-18 20:04:20,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,Positive,Molecular,2021-11-16 00:35:41,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Molecular,2021-12-11 15:30:01,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Negative,Antigen,Moderna,2021-05-14 06:05:41,1,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,488,2020-11-08 00:00:00,mRNA vaccine,,,,,,,,,,
+39388829268,Elvira,Innocenti,+393156642497,Cristina,Bianchi,Via Marino Moretti,47521,25,Cesena,1959-12-02,+393347795704,DNGGNN59T02H991W,Giovanni,M,D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-01-15 12:55:34,1,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,200,2020-09-15 00:00:00,vector vaccine,Johnson & Johnson,2021-02-12 12:55:34,2,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,350,2020-10-17 00:00:00,vector vaccine
+39325405551,Massimiliano,Sartor,+39346554655,Giovanna,Carminati,Via A. Moro,71042,14,Cerignola,1985-09-22,+39386639432,RCCLGN85P62F628D,Luigina,F,Ricci,2021-12-10 19:15:00,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Antigen,2021-12-04 09:49:51,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Negative,Antigen,,,,,,,,,,,,,,,Moderna,2021-12-22 15:16:44,1,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,569,2020-11-11 00:00:00,mRNA vaccine,Moderna,2022-01-19 15:16:44,2,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,105,2020-08-17 00:00:00,mRNA vaccine
+393615450973,Giuseppe,Mariani,+393575414859,Gian Piero,Pappalardo,Sestiere Cannaregio,30121,122/E,Venezia,1999-02-18,+393102335568,FRVDRN99B58C331A,Adriana,F,Fioravanti,2021-11-30 10:01:25,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Antigen,2021-11-26 17:22:24,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,Positive,Antigen,2021-11-12 19:27:50,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,Negative,Antigen,,,,,,,,AstraZeneca,2021-05-24 11:12:20,1,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,350,2020-10-17 00:00:00,vector vaccine,AstraZeneca,2021-06-21 11:12:20,2,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,168,2020-09-08 00:00:00,vector vaccine
+393714774952,Roberta,Mosti,+393530367751,Omar,Carta,Via Chieri,10025,62,Pino Torinese,1931-02-13,+39322438949,BNCVCN31B13G433U,Vincenzo,M,Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-02-12 16:06:26,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,357,2020-10-19 00:00:00,mRNA vaccine,,,,,,,,,,
+393909258510,Matteo,Pace,+39389635493,Angela,Sucera,Via Sublacense,20,19,Agosta,1990-07-24,+39383956631,BRBGPP90L24G566N,Giuseppe Andrea,M,Barbieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393350497651,Aying,Montanari,+39375157367,Paolo Giuseppe,Bianchi,Via Ruggiero I,81041,15,Vitulazio,1933-02-26,+393249353628,RSSGRZ33B66H411V,Grazia,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-01-30 02:56:34,1,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,444,2020-11-06 00:00:00,vector vaccine,Johnson & Johnson,2021-02-27 02:56:34,2,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,167,2020-09-06 00:00:00,vector vaccine
+39395554780,Gabriella Piera,Gallo  Franco,+39349516936,Isabel,Scarpa,Via Roma,22078,24,Turate,1927-06-24,+39380332493,MRNSMR27H24B115H,Osayomore Edson,M,Marino,2021-12-06 04:11:42,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-02-08 16:58:50,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,457,2020-11-07 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-03-08 16:58:50,2,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,589,2020-12-03 00:00:00,mRNA vaccine
+39382851431,Gianpaolo,Cavalli,+39387984583,Silvio,Lai,Via Matteotti,48010,55,Cotignola,1926-11-19,+393965813854,CMPFNC26S19C870R,Francesco,M,Campoli,2021-11-29 22:34:28,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Negative,Antigen,2021-12-08 18:24:46,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Antigen,,,,,,,,,,,,,,,Johnson & Johnson,2021-05-03 06:45:53,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,307,2020-10-06 00:00:00,vector vaccine,Johnson & Johnson,2021-05-31 06:45:53,2,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,199,2020-09-10 00:00:00,vector vaccine
+393307344462,Laura,Leonetti,+39324805941,Serena,Marconi,Via Pascoli,07100,9,Sassari,1964-07-12,+393524898991,DNGRZO64L52G438D,Orazia,F,D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-05 04:58:53,1,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,309,2020-10-13 00:00:00,vector vaccine,,,,,,,,,,
+39396955222,Cosimo,Canova,+39329457063,Paolo Luigi,Bucci,Via Vasco De Gama,41012,36/A,Carpi,1955-08-03,+39366145245,PNNGLC55M03M274U,Gian Luca,M,Pinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-01-24 19:03:36,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,409,2020-10-30 00:00:00,mRNA vaccine,Moderna,2021-02-21 19:03:36,2,BLTSMN66M03C567C,Simone,Beltrami,61acd3e25ca7e964a122def1,298,2020-10-03 00:00:00,mRNA vaccine
+393857995202,Maria Grazia,Agostinelli,+393507643497,Francesco,Tanzi,Viale Roma,28100,21/A,Novara,1978-10-09,+393335595500,VNTFNC78R09H061C,Franco,M,Venturelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-08-11 04:47:16,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,307,2020-10-06 00:00:00,vector vaccine,,,,,,,,,,
+393950890367,Salvatore,Canova,+39392983365,Tiziana,Casini,Piazza Duca Degli Abruzzi - Ang. L.go Del Popolo,67069,1,Tagliacozzo,1956-04-29,+39351024375,LNZNDR56D29E024M,Andrea,M,Lanza,2021-12-04 18:11:38,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-07-12 09:26:47,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,256,2020-09-19 00:00:00,mRNA vaccine,Moderna,2021-08-09 09:26:47,2,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,309,2020-10-13 00:00:00,mRNA vaccine
+39330670525,Bianca,Scherini,+393566824157,Antonia,Frigerio,Via Umberto I,27020,86,Marcignago,1995-11-29,+39368028416,RSSMRC95S29E906F,Marco,M,Russo,2021-11-29 07:02:33,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,2021-11-29 02:15:08,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Negative,Antigen,2021-12-07 04:03:43,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Positive,Antigen,,,,,,,,Pfizer-BioNTech,2021-08-01 04:26:41,1,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,401,2020-10-28 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-29 04:26:41,2,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,117,2020-08-25 00:00:00,mRNA vaccine
+39352084396,Hakim,Malavasi,+393657863361,Giovanni,Bini,Via Del Calice,178,57,Roma,1936-06-04,+393486140208,MRTLMR36H44L097U,Alice Martina,F,Martinelli,2021-12-09 19:07:04,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Negative,Molecular,2021-12-02 19:27:14,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-02-20 16:52:25,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,444,2020-11-06 00:00:00,vector vaccine,,,,,,,,,,
+39361588068,Vincenzo,Salvadori,+393590462185,Giuseppe,Rossi,Piazza Xx Settembre,33058,6,San Giorgio Di Nogaro,1925-05-25,+393591052842,PCCMTT25E25I777I,Mattia,M,Picco,2021-11-17 02:13:48,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-06-15 16:02:23,1,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,145,2020-09-02 00:00:00,mRNA vaccine,,,,,,,,,,
+39386680803,Giuseppe,Cerutti,+39375532071,Calogera,Panzeri,Via Roma,35029,61,Pontelongo,1922-01-12,+393438549190,PRSSMN22A52A978Q,Simona,F,Piras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-10-23 13:16:49,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,289,2020-09-28 00:00:00,vector vaccine,Johnson & Johnson,2021-11-20 13:16:49,2,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,401,2020-10-28 00:00:00,vector vaccine
+39361631468,Esli,Guastella,+393755923326,Elisabetta,Moretti,Viale Roma,47121,40,Forli',1945-11-16,+393756202469,QNTNLT45S56B391C,Niculeta,F,Quinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-10-10 15:55:12,1,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,917,2020-12-12 00:00:00,mRNA vaccine,,,,,,,,,,
+39322397267,Romina,Manca,+393811583512,Federica,Santoro,Via Ponte Aquila,39042,4,Bressanone,1965-10-18,+39331572242,RSSFLL65R58I507S,Fiorella,F,Rossi,2021-11-27 18:23:16,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Molecular,2021-11-18 03:27:32,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-09-25 03:17:46,1,FRLDNL93T63H531M,Daniela,Furlan,61acd3e25ca7e964a122def4,289,2020-09-28 00:00:00,vector vaccine,AstraZeneca,2021-10-23 03:17:46,2,DLCGPR38H04G283M,Gaspare,De Luca,61acd3e25ca7e964a122def1,145,2020-09-02 00:00:00,vector vaccine
+39378845533,Niculeta,Rossi,+39361937801,Sara,Casadei,Via Curie,09126,35,Cagliari,1927-12-06,+393339195191,MNTDNL27T06D847H,Daniele,M,Monti,2021-11-16 17:19:07,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Negative,Molecular,2021-11-18 16:26:13,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Negative,Molecular,2021-12-06 14:19:34,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Antigen,,,,,,,,Pfizer-BioNTech,2021-11-26 20:41:30,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,488,2020-11-08 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-12-24 20:41:30,2,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,145,2020-09-02 00:00:00,mRNA vaccine
+39383705842,Carmela Vincenzina,Acquadro,+39343392229,Edi,Ferrario,Corso Francia,191,172-174-176,Roma,1993-07-15,+393600684333,RSSVDM93L15I531O,Vladimiro Graziano,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393243309447,Antonio,Ligorio,+393331573207,Rita,Rossi,Via Luigi Di Molfetta,76011,2,Bisceglie,1973-02-22,+39382394272,GRBMRN73B62E457B,Marina,F,Gruber,2021-11-14 04:45:16,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-29 00:40:10,1,MROFNC01D19I025Y,Francesco Pio,Mora,61acd3e25ca7e964a122def3,200,2020-09-15 00:00:00,mRNA vaccine,,,,,,,,,,
+393128344710,Paolo,D'Orazio,+393534206764,Giovanni,Crespi,Via Lenoci,70016,2,Noicattaro,1991-07-09,+39351100674,LNRNGL91L49I981W,Angela,F,Leonardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-18 15:41:45,1,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,350,2020-10-17 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-15 15:41:45,2,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,117,2020-08-25 00:00:00,mRNA vaccine
+393657206025,Rosa,Bortot,+39328128142,Xhevahir,Ferrari,Via Garibaldi,81010,30,Valle Agricola,1985-12-08,+393388489023,DLSVTR85T08M256U,Vittorio,M,D'Alessandro,2021-11-22 21:33:00,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Molecular,2021-11-18 14:42:39,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Positive,Antigen,2021-11-20 11:34:38,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39358714276,Giulio,Romano,+39378088537,Luigi,Bianchi,Via Teodoreto,10135,7,Torino,1968-12-26,+39354111424,RZZSFN68T66E155Y,Stefana Cunegonda,F,Rizzi,2021-12-04 14:41:30,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-05-28 17:54:16,1,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,488,2020-11-08 00:00:00,mRNA vaccine,,,,,,,,,,
+39370405517,Rosaria,Lombardo,+393436718129,Omar,Rocca,Via San Carlo,25087,7,Salo',1998-11-11,+39338768389,DSNMMN98S51D667T,Moumna,F,De Santis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-09-10 18:11:04,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,569,2020-11-11 00:00:00,vector vaccine,Johnson & Johnson,2021-10-08 18:11:04,2,TRVMRA69P27D849Y,Mario,Trovato,61acd3e25ca7e964a122def2,168,2020-09-08 00:00:00,vector vaccine
+39361505814,Natalia,Giannini,+39337460782,Angela,Russo,Via Sarentina,67030,18,Barrea,1941-11-01,+39346837918,MROLSE41S41E083P,Elisa,F,Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-10-04 12:43:49,1,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,401,2020-10-28 00:00:00,vector vaccine,Johnson & Johnson,2021-11-01 12:43:49,2,FRLDNL93T63H531M,Daniela,Furlan,61acd3e25ca7e964a122def4,589,2020-12-03 00:00:00,vector vaccine
+39339387248,Sabrina,Marino,+39351275906,Greta,Angelucci,Via Umberto,95034,146,Bronte,1959-12-23,+393361298326,MRNDVD59T23L314O,Davide,M,Marini,2021-11-22 03:48:08,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Negative,Molecular,2021-11-15 12:25:33,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,Positive,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-04-16 15:07:37,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,145,2020-09-02 00:00:00,vector vaccine,,,,,,,,,,
+393992761902,Saimir,Mazzeo,+39386401605,Gino,Colombo,Via Cellini,51100,2/b,Pistoia,1988-09-28,+39326149188,LGLLSE88P68F257Y,Elisa,F,Lugli,2021-11-19 13:40:33,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Positive,Molecular,2021-12-04 09:29:26,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Positive,Antigen,2021-12-10 12:09:15,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,,,,,,,,Pfizer-BioNTech,2021-01-01 17:55:17,1,TRVMRA69P27D849Y,Mario,Trovato,61acd3e25ca7e964a122def2,289,2020-09-28 00:00:00,mRNA vaccine,,,,,,,,,,
+39375803206,Stefano,Ricci,+393248625585,Alessandro,Montanari,Via Chiesa Della Salute,10147,64,Torino,1943-05-21,+393785513542,PTRYNS43E21L424Q,Younes,M,Petronio,2021-12-09 18:50:23,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393103842444,Nezha,Cecchi,+393756097345,Luigia,Natale,Via Vittorio Emanuele,90013,89,Castelbuono,1928-11-02,+393873649135,CSLMRC28S02F795T,Marco,M,Coslovich  Visintin,2021-11-21 07:03:40,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-25 22:32:08,1,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,168,2020-09-08 00:00:00,vector vaccine,,,,,,,,,,
+39326710129,Vito,Diana,+393956427276,Muhammed,Giuffrida,Via Di Vittorio,09032,1,Assemini,1994-03-14,+393300327477,BGGMLE94C14D897Z,Emilio,M,Baggio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-23 06:39:14,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,899,2020-12-06 00:00:00,vector vaccine,Johnson & Johnson,2021-12-21 06:39:14,2,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,350,2020-10-17 00:00:00,vector vaccine
+39397274923,Anthony,Martini,+39396557425,Lorenzo,Iannaccone,Corso Vittorio Emanuele,93100,79,Caltanissetta,1922-08-26,+39381851240,DNCLRI22M66I088E,Ilaria,F,D'Incà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-03-11 14:02:15,1,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,167,2020-09-06 00:00:00,vector vaccine,,,,,,,,,,
+393623443759,Eduard Maurizio,Rosso,+393693917755,Alexandru,Vitale,Via Varrone,40,17,Pomezia,1974-09-26,+39347152482,FRRFTN74P66E695A,Faustina,F,Ferrari,2021-12-02 21:35:07,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393899569791,Luciana,Dragoni,+393276442442,Maria Rosalina,Lanteri,Corso Vittorio Emanuele,97013,219,Comiso,1934-08-10,+393893450663,RPTFNC34M50L416F,Francesca,F,Repetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-10-04 07:14:24,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,200,2020-09-15 00:00:00,vector vaccine,,,,,,,,,,
+39331789591,Anna,Bianchi,+39332971935,Adele,Baraldi,Via Normandia,40132,14,Bologna,1959-07-27,+39329565697,RCCFNC59L67L038V,Franca,F,Ricci,2021-11-24 16:27:56,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-05-02 11:07:16,1,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,350,2020-10-17 00:00:00,vector vaccine,AstraZeneca,2021-05-30 11:07:16,2,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,350,2020-10-17 00:00:00,vector vaccine
+393583764057,Umberto,Rossi,+39370552927,Bernardo,Corti,Via Roma,25030,2,Villachiara,1971-08-20,+393689259025,PVNRCR71M20L706J,Riccardo,M,Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-01-14 16:08:54,1,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,350,2020-10-17 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-02-11 16:08:54,2,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,589,2020-12-03 00:00:00,mRNA vaccine
+393518801245,Yan,Baldi,+39334123119,Luigi,Arena,P.zza Vitt. Veneto,14100,9,Asti,1956-09-29,+393785539533,FRRMRC56P29B179E,Marco,M,Ferrari,2021-11-19 10:54:15,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Positive,Molecular,2021-11-26 16:35:51,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Molecular,2021-12-05 13:36:30,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393222260010,Fabio Paolo,Pavan,+393688046832,Adelia,Russo,Piazza Tosti,90133,23,Palermo,1979-07-11,+39334829769,CQSMRN79L51A777M,Marina,F,Acquistapace,2021-12-09 06:58:16,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Negative,Molecular,2021-12-04 19:39:08,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Antigen,2021-12-05 17:45:20,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Molecular,2021-11-23 22:09:46,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Negative,Antigen,Pfizer-BioNTech,2021-08-31 02:37:07,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,145,2020-09-02 00:00:00,mRNA vaccine,,,,,,,,,,
+393408588161,Giuseppa,Bianchi,+39383716401,Antonella,Rossi,Via Giuseppe Mazzini,43013,25,Langhirano,2000-08-07,+393928344460,MRAFNC00M47A312M,Francesca,F,Amerio,2021-11-20 18:59:52,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,Negative,Molecular,2021-11-20 02:57:34,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39352840991,Simonetta,Gatti,+39345998638,Antonella,Morabito,Via Iv Novembre,15067,13,Novi Ligure,1978-04-30,+39375898530,MCALSN78D30H792B,Alessandro,M,Amico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-10-19 08:56:53,1,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,200,2020-09-15 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-11-16 08:56:53,2,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,307,2020-10-06 00:00:00,mRNA vaccine
+393146895398,Luca,Siri,+39364964249,Giuseppe,Battistini,Via Dei Marinai,88060,SNC,Montauro,1935-04-28,+393945850382,CNTLLD35D68H958Q,Elena Elda,F,Conti,2021-11-29 13:46:43,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,Negative,Antigen,2021-12-11 21:17:05,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,Negative,Molecular,,,,,,,,,,,,,,,Johnson & Johnson,2021-12-29 06:36:36,1,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,168,2020-09-08 00:00:00,vector vaccine,,,,,,,,,,
+39339737857,Margherita,Mazzocchi,+393557235069,Michelle,Pini,Via Roma,35020,60-60b,Padova,2001-06-01,+39361128256,RSSLND01H01L532T,Alexandru,M,Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-13 08:04:43,1,MRNKLD55A18B288O,Klaodio,Marino,61acd3e25ca7e964a122def1,168,2020-09-08 00:00:00,vector vaccine,,,,,,,,,,
